"","ensembl_gene_id","external_gene_name","gene_biotype"
"739","PBANKA_146200","PBANKA_146200 conserved Plasmodium protein, unknown function","protein_coding"
"740","PBANKA_146205","PBANKA_146205 conserved Plasmodium protein, unknown function","protein_coding"
"741","PBANKA_146210","PBANKA_146210 conserved Plasmodium protein, unknown function","protein_coding"
"742","PBANKA_146220","PBANKA_146220 protein phosphatase 2C, putative","protein_coding"
"743","PBANKA_146230","PBANKA_146230 conserved Plasmodium protein, unknown function","protein_coding"
"744","PBANKA_146240","PBANKA_146240 cutA, putative","protein_coding"
"745","PBANKA_146250","PBANKA_146250 leucine-rich repeat protein","protein_coding"
"746","PBANKA_146260","PBANKA_146260 conserved Plasmodium protein, unknown function","protein_coding"
"747","PBANKA_146270","PBANKA_146270 THO complex subunit 2, putative","protein_coding"
"748","PBANKA_146280","PBANKA_146280 apicoplast dimethyladenosine synthase, putative","protein_coding"
"749","PBANKA_146290","PBANKA_146290 rRNA-processing protein, putative","protein_coding"
"750","PBANKA_146300","PBANKA_146300 osmiophilic body protein","protein_coding"
"751","PBANKA_146310","PBANKA_146310 conserved Plasmodium protein, unknown function","protein_coding"
"752","PBANKA_146320","PBANKA_146320 vacuolar protein sorting-associated protein 26, putative","protein_coding"
"753","PBANKA_146330","PBANKA_146330 conserved Plasmodium protein, unknown function","protein_coding"
"754","PBANKA_146340","PBANKA_146340 AP-3 complex subunit sigma, putative","protein_coding"
"755","PBANKA_146350","PBANKA_146350 eukaryotic translation initiation factor 2b, putative","protein_coding"
"756","PBANKA_146360","PBANKA_146360 conserved Plasmodium protein, unknown function","protein_coding"
"757","PBANKA_146370","PBANKA_146370 DNA repair protein rhp16, putative","protein_coding"
"758","PBANKA_146380","PBANKA_146380 conserved Plasmodium protein, unknown function","protein_coding"
"759","PBANKA_146390","PBANKA_146390 conserved Plasmodium protein, unknown function","protein_coding"
"760","PBANKA_146400","PBANKA_146400 conserved Plasmodium protein, unknown function","protein_coding"
"761","PBANKA_146410","PBANKA_146410 coronin, putative","protein_coding"
"762","PBANKA_146420","PBANKA_146420 thymidylate kinase, putative","protein_coding"
"763","PBANKA_146430","PBANKA_146430 conserved Plasmodium protein, unknown function, fragment","protein_coding"
"764","PBANKA_146440","PBANKA_146440 conserved Plasmodium protein, unknown function, fragment","protein_coding"
"765","PBANKA_146450","PBANKA_146450 DEAD/DEAH box ATP-dependent RNA helicase, putative","protein_coding"
"766","PBANKA_146460","PBANKA_146460 conserved Plasmodium protein, unknown function","protein_coding"
"767","PBANKA_146470","PBANKA_146470 tryptophan--tRNA ligase, putative","protein_coding"
"768","PBANKA_146480","PBANKA_146480 conserved Plasmodium protein, unknown function","protein_coding"
"769","berg14:tRNA:rfamscan:2391240-2391312","berg14:tRNA:rfamscan:2391240-2391312 ","tRNA"
"770","berg14:tRNA:rfamscan:2392305-2392376","berg14:tRNA:rfamscan:2392305-2392376 ","tRNA"
"771","PBANKA_146490","PBANKA_146490 rhoptry neck protein 3, putative","protein_coding"
"772","PBANKA_146500","PBANKA_146500 fam-c protein","protein_coding"
"773","PBANKA_146510","PBANKA_146510 Plasmodium exported protein, unknown function","protein_coding"
"774","PBANKA_146520","PBANKA_146520 BIR protein","protein_coding"
"775","PBANKA_146530","PBANKA_146530 ","pseudogene"
"776","PBANKA_146540","PBANKA_146540 fam-b protein","protein_coding"
"777","PBANKA_146550","PBANKA_146550 BIR protein","protein_coding"
"778","PBANKA_146560","PBANKA_146560 BIR protein","protein_coding"
"779","PBANKA_146570","PBANKA_146570 fam-a protein","protein_coding"
"780","PBANKA_146580","PBANKA_146580 BIR protein","protein_coding"
"781","PBANKA_146590","PBANKA_146590 BIR protein","protein_coding"
"782","PBANKA_146600","PBANKA_146600 BIR protein","protein_coding"
"783","PBANKA_146610","PBANKA_146610 BIR protein","protein_coding"
"784","PBANKA_090005","PBANKA_090005 tryptophan/threonine-rich antigen, putative","protein_coding"
"785","PBANKA_090010","PBANKA_090010 fam-b protein","protein_coding"
"786","PBANKA_090020","PBANKA_090020 BIR protein","protein_coding"
"787","PBANKA_090030","PBANKA_090030 BIR protein","protein_coding"
"788","PBANKA_090040","PBANKA_090040 BIR protein","protein_coding"
"789","PBANKA_090050","PBANKA_090050 BIR protein","protein_coding"
"790","PBANKA_090060","PBANKA_090060 BIR protein","protein_coding"
"791","PBANKA_090070","PBANKA_090070 BIR protein","protein_coding"
"792","PBANKA_090080","PBANKA_090080 reticulocyte binding protein, putative","protein_coding"
"793","PBANKA_090090","PBANKA_090090 reticulocyte binding protein, putative","protein_coding"
"794","PBANKA_090100","PBANKA_090100 fam-a protein","protein_coding"
"795","PBANKA_090110","PBANKA_090110 serine/threonine protein kinase, putative","protein_coding"
"796","PBANKA_090120","PBANKA_090120 conserved Plasmodium protein, unknown function","protein_coding"
"797","PBANKA_090130.2","PBANKA_090130.2 merozoite adhesive erythrocytic binding protein","protein_coding"
"798","PBANKA_090130.1","PBANKA_090130.1 merozoite adhesive erythrocytic binding protein","protein_coding"
"799","PBANKA_090140","PBANKA_090140 mitochondrial ATP synthase delta subunit, putative","protein_coding"
"800","PBANKA_090150","PBANKA_090150 conserved Plasmodium protein, unknown function","protein_coding"
"801","PBANKA_090160","PBANKA_090160 farnesyltransferase beta subunit, putative","protein_coding"
"802","PBANKA_090170","PBANKA_090170 conserved Plasmodium protein, unknown function","protein_coding"
"803","PBANKA_090180","PBANKA_090180 conserved Plasmodium protein, unknown function","protein_coding"
"804","PBANKA_090190","PBANKA_090190 tubulin--tyrosine ligase, putative","protein_coding"
"805","PBANKA_090200","PBANKA_090200 conserved Plasmodium protein, unknown function","protein_coding"
"806","PBANKA_090210","PBANKA_090210 sporozoite asparagine-rich protein","protein_coding"
"807","PBANKA_090220","PBANKA_090220 conserved Plasmodium protein, unknown function","protein_coding"
"808","PBANKA_090230","PBANKA_090230 conserved Plasmodium protein, unknown function, fragment","protein_coding"
"809","PBANKA_090240","PBANKA_090240 conserved Plasmodium protein, unknown function, fragment","protein_coding"
"810","PBANKA_090250","PBANKA_090250 kinesin-like protein, putative","protein_coding"
"811","PBANKA_090260","PBANKA_090260 CCAAT-box DNA binding protein subunit B, putative","protein_coding"
"812","PBANKA_090270","PBANKA_090270 leucine-rich repeat protein","protein_coding"
"813","PBANKA_090280","PBANKA_090280 conserved Plasmodium protein, unknown function","protein_coding"
"814","PBANKA_090290","PBANKA_090290 conserved Plasmodium protein, unknown function","protein_coding"
"815","PBANKA_090300","PBANKA_090300 conserved Plasmodium protein, unknown function","protein_coding"
"816","PBANKA_090310","PBANKA_090310 nucleolar preribosomal assembly protein, putative","protein_coding"
"817","PBANKA_090315","PBANKA_090315 conserved Plasmodium protein, unknown function","protein_coding"
"818","PBANKA_090320","PBANKA_090320 conserved Plasmodium protein, unknown function","protein_coding"
"819","PBANKA_090330","PBANKA_090330 bicoid-interacting protein BIN3, putative","protein_coding"
"820","PBANKA_090340","PBANKA_090340 conserved protein, unknown function","protein_coding"
"821","PBANKA_090350","PBANKA_090350 transporter, putative","protein_coding"
"822","PBANKA_090360","PBANKA_090360 dynamin-like protein, putative","protein_coding"
"823","PBANKA_090370","PBANKA_090370 conserved Plasmodium protein, unknown function","protein_coding"
"824","PBANKA_090380","PBANKA_090380 serine/threonine protein kinase, putative","protein_coding"
"825","PBANKA_090390","PBANKA_090390 coatomer subunit gamma, putative","protein_coding"
"826","PBANKA_090400","PBANKA_090400 conserved Plasmodium protein, unknown function","protein_coding"
"827","PBANKA_090410","PBANKA_090410 ras-related protein Rab-6, putative","protein_coding"
"828","PBANKA_090420","PBANKA_090420 conserved Plasmodium protein, unknown function","protein_coding"
"829","PBANKA_090430","PBANKA_090430 apicoplast import protein Tic20, putative","protein_coding"
"830","PBANKA_090440","PBANKA_090440 conserved Plasmodium protein, unknown function","protein_coding"
"831","PBANKA_090450","PBANKA_090450 ubiquitin activating enzyme (E1) subunit Aos1, putative","protein_coding"
"832","PBANKA_090460","PBANKA_090460 conserved Plasmodium protein, unknown function","protein_coding"
"833","PBANKA_090470","PBANKA_090470 60S ribosomal protein L41, putative","protein_coding"
"834","PBANKA_090480","PBANKA_090480 conserved Plasmodium protein, unknown function","protein_coding"
"835","PBANKA_090490","PBANKA_090490 mitochondrial large subunit ribosomal protein, putative","protein_coding"
"836","PBANKA_090500","PBANKA_090500 40S ribosomal protein S21e, putative","protein_coding"
"837","PBANKA_090510","PBANKA_090510 carbohydrate kinase, putative","protein_coding"
"838","PBANKA_090520","PBANKA_090520 conserved Plasmodium protein, unknown function","protein_coding"
"839","PBANKA_090530","PBANKA_090530 conserved Plasmodium protein, unknown function","protein_coding"
"840","PBANKA_090540","PBANKA_090540 conserved Plasmodium protein, unknown function","protein_coding"
"841","PBANKA_090550","PBANKA_090550 conserved Plasmodium protein, unknown function","protein_coding"
"842","PBANKA_090560","PBANKA_090560 translation initiation factor eIF-1A, putative","protein_coding"
"843","PBANKA_090570","PBANKA_090570 DNA-directed RNA polymerase I, putative","protein_coding"
"844","PBANKA_090580","PBANKA_090580 DnaJ protein, putative","protein_coding"
"845","PBANKA_090590","PBANKA_090590 transcription factor with AP2 domain(s)","protein_coding"
"846","PBANKA_090600","PBANKA_090600 alpha/beta hydrolase, putative","protein_coding"
"847","PBANKA_090610","PBANKA_090610 conserved Plasmodium protein, unknown function","protein_coding"
"848","PBANKA_090620","PBANKA_090620 conserved Plasmodium protein, unknown function","protein_coding"
"849","PBANKA_090630","PBANKA_090630 methyltransferase, putative","protein_coding"
"850","PBANKA_090640","PBANKA_090640 60S ribosomal protein L35ae, putative","protein_coding"
"851","PBANKA_090650","PBANKA_090650 60S ribosomal protein L28, putative","protein_coding"
"852","PBANKA_090660","PBANKA_090660 coproporphyrinogen-III oxidase, putative","protein_coding"
"853","PBANKA_090670","PBANKA_090670 conserved Plasmodium protein, unknown function","protein_coding"
"854","PBANKA_090680","PBANKA_090680 conserved Plasmodium protein, unknown function","protein_coding"
"855","PBANKA_090690","PBANKA_090690 conserved Plasmodium protein, unknown function","protein_coding"
"856","PBANKA_090700","PBANKA_090700 conserved Plasmodium protein, unknown function","protein_coding"
"857","PBANKA_090710","PBANKA_090710 inner membrane complex protein 1b","protein_coding"
"858","PBANKA_090720","PBANKA_090720 phd finger protein, putative","protein_coding"
"859","PBANKA_090730","PBANKA_090730 conserved Plasmodium protein, unknown function","protein_coding"
"860","PBANKA_090740","PBANKA_090740 dolichyl-phosphate b-d-mannosyltransferase, putative","protein_coding"
"861","PBANKA_090750","PBANKA_090750 conserved Plasmodium protein, unknown function","protein_coding"
"862","PBANKA_090760","PBANKA_090760 phosphatidylinositol N-acetylglucosaminyltransferase subunit H, putative","protein_coding"
"863","PBANKA_090770","PBANKA_090770 conserved Plasmodium protein, unknown function","protein_coding"
"864","PBANKA_090780","PBANKA_090780 conserved Plasmodium protein, unknown function","protein_coding"
"865","PBANKA_090790","PBANKA_090790 conserved Plasmodium protein, unknown function","protein_coding"
"866","PBANKA_090800","PBANKA_090800 conserved Plasmodium protein, unknown function","protein_coding"
"867","PBANKA_090810","PBANKA_090810 conserved Plasmodium protein, unknown function","protein_coding"
"868","PBANKA_090820","PBANKA_090820 conserved Plasmodium protein, unknown function","protein_coding"
"869","PBANKA_090830","PBANKA_090830 conserved Plasmodium protein, unknown function","protein_coding"
"870","PBANKA_090840","PBANKA_090840 conserved Plasmodium protein, unknown function","protein_coding"
"871","PBANKA_090850","PBANKA_090850 myosin heavy chain subunit, putative","protein_coding"
"872","PBANKA_090860","PBANKA_090860 conserved Plasmodium protein, unknown function","protein_coding"
"873","PBANKA_090870","PBANKA_090870 conserved Plasmodium protein, unknown function","protein_coding"
"874","PBANKA_090880","PBANKA_090880 conserved Plasmodium protein, unknown function","protein_coding"
"875","PBANKA_090890","PBANKA_090890 vacuolar ATP synthase subunit f, putative","protein_coding"
"876","PBANKA_090900","PBANKA_090900 carbonic anhydrase, putative","protein_coding"
"877","PBANKA_090910","PBANKA_090910 conserved protein, unknown function","protein_coding"
"878","PBANKA_090920","PBANKA_090920 conserved Plasmodium protein, unknown function","protein_coding"
"879","PBANKA_090930","PBANKA_090930 adrenodoxin reductase, putative","protein_coding"
"880","PBANKA_090940","PBANKA_090940 conserved Plasmodium protein, unknown function","protein_coding"
"881","PBANKA_090950","PBANKA_090950 AAA family ATPase, putative","protein_coding"
"882","PBANKA_090960","PBANKA_090960 transcription factor with AP2 domain(s), putative","protein_coding"
"883","PBANKA_090970","PBANKA_090970 conserved Plasmodium protein, unknown function","protein_coding"
"884","PBANKA_090980","PBANKA_090980 RNA-binding protein, putative","protein_coding"
"885","PBANKA_090990","PBANKA_090990 conserved Plasmodium protein, unknown function","protein_coding"
"886","PBANKA_091000","PBANKA_091000 conserved Plasmodium protein, unknown function","protein_coding"
"887","PBANKA_091010","PBANKA_091010 beta-catenin-like protein 1, putative","protein_coding"
"888","PBANKA_091020","PBANKA_091020 protein phosphatase 2C, putative","protein_coding"
"889","PBANKA_091030","PBANKA_091030 guanylyl cyclase, putative","protein_coding"
"890","PBANKA_091040","PBANKA_091040 conserved Plasmodium protein, unknown function","protein_coding"
"891","PBANKA_091050","PBANKA_091050 conserved Plasmodium protein, unknown function","protein_coding"
"892","PBANKA_091060","PBANKA_091060 ubiquitin-related modifier 1, putative","protein_coding"
"893","PBANKA_091070","PBANKA_091070 conserved Plasmodium protein, unknown function","protein_coding"
"894","PBANKA_091080","PBANKA_091080 conserved Plasmodium protein, unknown function","protein_coding"
"895","PBANKA_091090","PBANKA_091090 conserved Plasmodium protein, unknown function","protein_coding"
"896","PBANKA_091100","PBANKA_091100 conserved Plasmodium protein, unknown function","protein_coding"
"897","PBANKA_091110","PBANKA_091110 conserved Plasmodium protein, unknown function","protein_coding"
"898","PBANKA_091120","PBANKA_091120 apicoplast ribosomal protein S14p/S29e precursor, putative","protein_coding"
"899","PBANKA_091130","PBANKA_091130 UVB-resistance protein UVR8 homologue, putative","protein_coding"
"900","PBANKA_091140","PBANKA_091140 conserved Plasmodium protein, unknown function","protein_coding"
"901","PBANKA_091150","PBANKA_091150 conserved Plasmodium membrane protein, unknown function","protein_coding"
"902","PBANKA_091160","PBANKA_091160 mitochondrial ribosomal protein S9 precursor, putative","protein_coding"
"903","PBANKA_091165","PBANKA_091165 ","ncRNA"
"904","PBANKA_091170","PBANKA_091170 subtilisin-like protease 2","protein_coding"
"905","PBANKA_091180","PBANKA_091180 DnaJ protein, putative","protein_coding"
"906","PBANKA_091190","PBANKA_091190 conserved Plasmodium protein, unknown function","protein_coding"
"907","PBANKA_091200","PBANKA_091200 conserved Plasmodium protein, unknown function","protein_coding"
"908","PBANKA_091210","PBANKA_091210 casein kinase 1","protein_coding"
"909","PBANKA_091220","PBANKA_091220 signal recognition particle subunit SRP72, putative","protein_coding"
"910","PBANKA_091230","PBANKA_091230 tudor staphylococcal nuclease, putative","protein_coding"
"911","PBANKA_091240","PBANKA_091240 conserved Plasmodium protein, unknown function","protein_coding"
"912","PBANKA_091250","PBANKA_091250 conserved Plasmodium protein, unknown function","protein_coding"
"913","PBANKA_091260","PBANKA_091260 conserved Plasmodium protein, unknown function","protein_coding"
"914","PBANKA_091270","PBANKA_091270 3-oxo-5-alpha-steroid 4-dehydrogenase, putative","protein_coding"
"915","PBANKA_091280","PBANKA_091280 conserved Plasmodium protein, unknown function","protein_coding"
"916","PBANKA_091290","PBANKA_091290 conserved Plasmodium protein, unknown function","protein_coding"
"917","PBANKA_091300","PBANKA_091300 conserved Plasmodium protein, unknown function","protein_coding"
"918","PBANKA_091310","PBANKA_091310 conserved Plasmodium protein, unknown function","protein_coding"
"919","PBANKA_091320","PBANKA_091320 conserved Plasmodium membrane protein, unknown function","protein_coding"
"920","PBANKA_091330","PBANKA_091330 regulator of chromosome condensation, putative","protein_coding"
"921","PBANKA_091340","PBANKA_091340 protein phosphatase 2C, putative","protein_coding"
"922","PBANKA_091350","PBANKA_091350 conserved Plasmodium protein, unknown function","protein_coding"
"923","PBANKA_091360","PBANKA_091360 conserved Plasmodium protein, unknown function","protein_coding"
"924","PBANKA_091370","PBANKA_091370 coatomer delta subunit, putative","protein_coding"
"925","PBANKA_091380","PBANKA_091380 DNA-directed RNA polymerase I subunit RPA2, putative","protein_coding"
"926","PBANKA_091390","PBANKA_091390 conserved Plasmodium protein, unknown function","protein_coding"
"927","PBANKA_091400","PBANKA_091400 conserved Plasmodium protein, unknown function","protein_coding"
"928","PBANKA_091410","PBANKA_091410 conserved Plasmodium protein, unknown function","protein_coding"
"929","PBANKA_091420","PBANKA_091420 conserved Plasmodium protein, unknown function","protein_coding"
"930","PBANKA_091430","PBANKA_091430 protein disulfide isomerase related protein, putative","protein_coding"
"931","PBANKA_091440","PBANKA_091440 heat shock protein 70, putative","protein_coding"
"932","PBANKA_091450","PBANKA_091450 conserved Plasmodium protein, unknown function","protein_coding"
"933","PBANKA_091460","PBANKA_091460 RNA (uracil-5-)methyltransferase, putative","protein_coding"
"934","PBANKA_091470","PBANKA_091470 conserved Plasmodium protein, unknown function","protein_coding"
"935","PBANKA_091480","PBANKA_091480 conserved Plasmodium protein, unknown function","protein_coding"
"936","PBANKA_091490","PBANKA_091490 conserved Plasmodium protein, unknown function","protein_coding"
"937","PBANKA_091500","PBANKA_091500 apical membrane antigen 1","protein_coding"
"938","PBANKA_091510","PBANKA_091510 LEM3/CDC50 family protein, putative","protein_coding"
"939","PBANKA_091520","PBANKA_091520 conserved Plasmodium protein, unknown function","protein_coding"
"940","PBANKA_091530","PBANKA_091530 conserved Plasmodium protein, unknown function","protein_coding"
"941","PBANKA_091540","PBANKA_091540 conserved Plasmodium protein, unknown function","protein_coding"
"942","PBANKA_091550","PBANKA_091550 glycine cleavage system H protein, putative","protein_coding"
"943","PBANKA_091560","PBANKA_091560 aquaglyceroporin","protein_coding"
"944","PBANKA_091570","PBANKA_091570 mitochondrial ribosomal protein L2 precursor, putative","protein_coding"
"945","PBANKA_091580","PBANKA_091580 pre-mRNA splicing factor, putative","protein_coding"
"946","PBANKA_091590","PBANKA_091590 amino acid transporter, putative","protein_coding"
"947","PBANKA_091600","PBANKA_091600 conserved Plasmodium protein, unknown function","protein_coding"
"948","PBANKA_091610","PBANKA_091610 nucleic acid binding protein, putative","protein_coding"
"949","PBANKA_091620","PBANKA_091620 TCP-1/cpn60 chaperonin family, putative","protein_coding"
"950","PBANKA_091630","PBANKA_091630 conserved Plasmodium protein, unknown function","protein_coding"
"951","PBANKA_091640","PBANKA_091640 ubiquitin-like protein, putative","protein_coding"
"952","PBANKA_091650","PBANKA_091650 conserved Plasmodium protein, unknown function","protein_coding"
"953","PBANKA_091660","PBANKA_091660 oxysterol-binding protein, putative","protein_coding"
"954","PBANKA_091665","PBANKA_091665 conserved Plasmodium protein, unknown function","protein_coding"
"955","PBANKA_091670","PBANKA_091670 conserved Plasmodium protein, unknown function","protein_coding"
"956","PBANKA_091680","PBANKA_091680 conserved Plasmodium protein, unknown function","protein_coding"
"957","PBANKA_091690","PBANKA_091690 conserved Plasmodium protein, unknown function","protein_coding"
"958","PBANKA_091700","PBANKA_091700 conserved Plasmodium protein, unknown function, fragment","protein_coding"
"959","PBANKA_091710","PBANKA_091710 conserved Plasmodium protein, unknown function","protein_coding"
"960","PBANKA_091720","PBANKA_091720 RNA-binding protein s1, putative","protein_coding"
"961","PBANKA_091730","PBANKA_091730 conserved Plasmodium protein, unknown function","protein_coding"
"962","PBANKA_091740","PBANKA_091740 armadillo repeat protein PF16","protein_coding"
"963","PBANKA_091750","PBANKA_091750 structural maintenance of chromosome protein, putative","protein_coding"
"964","PBANKA_091760","PBANKA_091760 structural maintenance of chromosome protein, putative, fragment","protein_coding"
"965","PBANKA_091770","PBANKA_091770 conserved Plasmodium protein, unknown function","protein_coding"
"966","PBANKA_091780","PBANKA_091780 conserved Plasmodium protein, unknown function","protein_coding"
"967","PBANKA_091790","PBANKA_091790 26S protease regulatory subunit 6a, putative","protein_coding"
"968","PBANKA_091798","PBANKA_091798 ","ncRNA"
"969","PBANKA_091799","PBANKA_091799 ","ncRNA"
"970","PBANKA_091800","PBANKA_091800 60S acidic ribosomal protein P0, putative","protein_coding"
"971","PBANKA_091810","PBANKA_091810 60S ribosomal protein L38e, putative","protein_coding"
"972","PBANKA_091820","PBANKA_091820 phosphoacetylglucosamine mutase, putative","protein_coding"
"973","PBANKA_091830","PBANKA_091830 transporter, putative","protein_coding"
"974","PBANKA_091840","PBANKA_091840 conserved Plasmodium protein, unknown function","protein_coding"
"975","PBANKA_091850","PBANKA_091850 conserved Plasmodium protein, unknown function","protein_coding"
"976","PBANKA_091860","PBANKA_091860 phosphatidylinositol-4-phosphate 5-kinase, putative","protein_coding"
"977","PBANKA_091870","PBANKA_091870 A/G-specific adenine glycosylase, putative","protein_coding"
"978","PBANKA_091880","PBANKA_091880 RNA methyltransferase, putative","protein_coding"
"979","PBANKA_091890","PBANKA_091890 conserved Plasmodium protein, unknown function","protein_coding"
"980","PBANKA_091900","PBANKA_091900 26S proteasome regulatory complex subunit, putative","protein_coding"
"981","PBANKA_091910","PBANKA_091910 parasitophorous vacuolar protein 1, putative","protein_coding"
"982","PBANKA_091920","PBANKA_091920 fam-d protein","protein_coding"
"983","PBANKA_091930","PBANKA_091930 spermidine synthase, putative","protein_coding"
"984","PBANKA_091940","PBANKA_091940 conserved Plasmodium protein, unknown function","protein_coding"
"985","PBANKA_091950","PBANKA_091950 transamidase, putative","protein_coding"
"986","PBANKA_091960","PBANKA_091960 CCR4-NOT transcription complex subunit 2, putative","protein_coding"
"987","PBANKA_091970","PBANKA_091970 conserved Plasmodium protein, unknown function","protein_coding"
"988","PBANKA_091980","PBANKA_091980 geranylgeranyl pyrophosphate synthase, putative","protein_coding"
"989","PBANKA_091990","PBANKA_091990 6-phosphofructokinase, putative","protein_coding"
"990","PBANKA_092000","PBANKA_092000 multiprotein bridging factor type 1, putative","protein_coding"
"991","PBANKA_092010","PBANKA_092010 cochaperone prefoldin complex subunit, putative","protein_coding"
"992","PBANKA_092030","PBANKA_092030 conserved Plasmodium protein, unknown function","protein_coding"
"993","PBANKA_092040","PBANKA_092040 conserved Plasmodium protein, unknown function","protein_coding"
"994","PBANKA_092050","PBANKA_092050 conserved Plasmodium protein, unknown function","protein_coding"
"995","PBANKA_092060","PBANKA_092060 conserved Plasmodium protein, unknown function","protein_coding"
"996","PBANKA_092070","PBANKA_092070 conserved Plasmodium protein, unknown function","protein_coding"
"997","PBANKA_092080","PBANKA_092080 CRAL/TRIO domain-containing protein, putative","protein_coding"
"998","PBANKA_092090","PBANKA_092090 conserved Plasmodium protein, unknown function","protein_coding"
"999","PBANKA_092100","PBANKA_092100 conserved Plasmodium protein, unknown function","protein_coding"
"1000","PBANKA_092110","PBANKA_092110 methyltransferase, putative","protein_coding"
"1001","PBANKA_092120","PBANKA_092120 conserved Plasmodium protein, unknown function","protein_coding"
"1002","PBANKA_092130","PBANKA_092130 deoxyuridine 5'-triphosphate nucleotidohydrolase, putative","protein_coding"
"1003","PBANKA_092140","PBANKA_092140 conserved Plasmodium protein, unknown function","protein_coding"
"1004","PBANKA_092150","PBANKA_092150 small nuclear ribonucleoprotein F, putative","protein_coding"
"1005","PBANKA_092160","PBANKA_092160 RNA-binding protein, putative","protein_coding"
"1006","PBANKA_092170","PBANKA_092170 conserved Plasmodium protein, unknown function","protein_coding"
"1007","PBANKA_092180","PBANKA_092180 steryl ester hydrolase, putative","protein_coding"
"1008","PBANKA_092190","PBANKA_092190 conserved Plasmodium protein, unknown function","protein_coding"
"1009","PBANKA_092200","PBANKA_092200 DnaJ protein, putative","protein_coding"
"1010","PBANKA_092210","PBANKA_092210 40S ribosomal protein S18, putative","protein_coding"
"1011","PBANKA_092220","PBANKA_092220 autophagy-related protein 7, putative","protein_coding"
"1012","PBANKA_092230","PBANKA_092230 threonine--tRNA ligase, putative","protein_coding"
"1013","PBANKA_092240","PBANKA_092240 conserved Plasmodium protein, unknown function","protein_coding"
"1014","PBANKA_092250","PBANKA_092250 conserved Plasmodium protein, unknown function","protein_coding"
"1015","PBANKA_092260","PBANKA_092260 conserved Plasmodium protein, unknown function","protein_coding"
"1016","PBANKA_092270","PBANKA_092270 conserved Plasmodium protein, unknown function","protein_coding"
"1017","PBANKA_092280","PBANKA_092280 small nuclear ribonucleoprotein Sm D1, putative","protein_coding"
"1018","PBANKA_092290","PBANKA_092290 mitochondrial import inner membrane translocase subunit TIM44, putative","protein_coding"
"1019","PBANKA_092300","PBANKA_092300 DNA-directed RNA polymerase, putative","protein_coding"
"1020","PBANKA_092310","PBANKA_092310 conserved Plasmodium protein, unknown function","protein_coding"
"1021","PBANKA_092320","PBANKA_092320 conserved Plasmodium protein, unknown function","protein_coding"
"1022","PBANKA_092330","PBANKA_092330 conserved Plasmodium protein, unknown function","protein_coding"
"1023","PBANKA_092340","PBANKA_092340 60S ribosomal protein L35, putative","protein_coding"
"1024","PBANKA_092350","PBANKA_092350 nuclear preribosomal assembly protein, putative","protein_coding"
"1025","PBANKA_092360","PBANKA_092360 GrpE protein homolog, mitochondrial, putative","protein_coding"
"1026","PBANKA_092370","PBANKA_092370 ethanolamine kinase, putative","protein_coding"
"1027","PBANKA_092380","PBANKA_092380 pyruvate dehydrogenase E1 component subunit alpha","protein_coding"
"1028","PBANKA_092390","PBANKA_092390 U6 snRNA-associated Sm-like protein LSm1, putative","protein_coding"
"1029","PBANKA_092400","PBANKA_092400 conserved Plasmodium protein, unknown function","protein_coding"
"1030","PBANKA_092410","PBANKA_092410 conserved Plasmodium protein, unknown function","protein_coding"
"1031","PBANKA_092420","PBANKA_092420 beige/BEACH domain protein, putative","protein_coding"
"1032","PBANKA_092430","PBANKA_092430 endoplasmic reticulum oxidoreductin, putative","protein_coding"
"1033","PBANKA_092440","PBANKA_092440 splicing factor, putative","protein_coding"
"1034","PBANKA_092450","PBANKA_092450 conserved Plasmodium protein, unknown function","protein_coding"
"1035","PBANKA_092460","PBANKA_092460 mitochondrial ribosomal protein L37, putative","protein_coding"
"1036","PBANKA_092470","PBANKA_092470 RAP protein, putative","protein_coding"
"1037","PBANKA_092480","PBANKA_092480 conserved Plasmodium protein, unknown function","protein_coding"
"1038","PBANKA_092490","PBANKA_092490 translation elongation factor EF-1, subunit alpha, putative","protein_coding"
"1039","PBANKA_092500","PBANKA_092500 RING zinc finger protein, putative","protein_coding"
"1040","PBANKA_092510","PBANKA_092510 leucine-rich repeat protein","protein_coding"
"1041","PBANKA_092520","PBANKA_092520 calcium-dependent protein kinase 7","protein_coding"
"1042","PBANKA_092530","PBANKA_092530 conserved Plasmodium protein, unknown function","protein_coding"
"1043","PBANKA_092540","PBANKA_092540 dynein heavy chain, putative","protein_coding"
"1044","PBANKA_092550","PBANKA_092550 calcium-dependent protein kinase 6","protein_coding"
"1045","PBANKA_092560","PBANKA_092560 conserved Plasmodium protein, unknown function","protein_coding"
"1046","PBANKA_092570","PBANKA_092570 conserved Plasmodium protein, unknown function","protein_coding"
"1047","PBANKA_092580","PBANKA_092580 conserved Plasmodium protein, unknown function","protein_coding"
"1048","PBANKA_092590","PBANKA_092590 conserved Plasmodium protein, unknown function","protein_coding"
"1049","PBANKA_092600","PBANKA_092600 conserved Plasmodium protein, unknown function","protein_coding"
"1050","PBANKA_092610","PBANKA_092610 cupin-like protein, putative","protein_coding"
"1051","PBANKA_092620","PBANKA_092620 conserved Plasmodium protein, unknown function","protein_coding"
"1052","PBANKA_092630","PBANKA_092630 conserved Plasmodium protein, unknown function","protein_coding"
"1053","PBANKA_092640","PBANKA_092640 serine/threonine protein kinase, putative","protein_coding"
"1054","PBANKA_092650","PBANKA_092650 petidase, M16 family, putative","protein_coding"
