"","ensembl_gene_id","external_gene_name","gene_biotype"
"2323","ENSMUSG00000097548","Gm26748","antisense"
"2324","ENSMUSG00000030069","Prok2","protein_coding"
"2325","ENSMUSG00000030060","Hmces","protein_coding"
"2326","ENSMUSG00000060733","Ipmk","protein_coding"
"2327","ENSMUSG00000028111","Ctsk","protein_coding"
"2328","ENSMUSG00000087289","4933424M12Rik","lincRNA"
"2329","ENSMUSG00000038642","Ctss","protein_coding"
"2330","ENSMUSG00000037727","Avp","protein_coding"
"2331","ENSMUSG00000028264","Spaca1","protein_coding"
"2332","ENSMUSG00000025475","Adgra1","protein_coding"
"2333","ENSMUSG00000010362","Rdm1","protein_coding"
"2334","ENSMUSG00000097980","Gm26972","lincRNA"
"2335","ENSMUSG00000097763","Gm26636","antisense"
"2336","ENSMUSG00000083822","Hmgb1-ps5","processed_pseudogene"
"2337","ENSMUSG00000026701","Prdx6","protein_coding"
"2338","ENSMUSG00000029617","Ccz1","protein_coding"
"2339","ENSMUSG00000074825","Itpripl1","protein_coding"
"2340","ENSMUSG00000108905","Gm44618","lincRNA"
"2341","ENSMUSG00000037469","Acp7","protein_coding"
"2342","ENSMUSG00000084885","3010001F23Rik","processed_transcript"
"2343","ENSMUSG00000108495","Gm45139","TEC"
"2344","ENSMUSG00000103222","Gm37729","TEC"
"2345","ENSMUSG00000108467","Gm45211","TEC"
"2346","ENSMUSG00000056679","Gpr173","protein_coding"
"2347","ENSMUSG00000043333","Rhbdl2","protein_coding"
"2348","ENSMUSG00000108082","Gm5314","processed_pseudogene"
"2349","ENSMUSG00000025509","Pnpla2","protein_coding"
"2350","ENSMUSG00000107713","Gm6681","processed_pseudogene"
"2351","ENSMUSG00000084319","Tpt1-ps3","processed_pseudogene"
"2352","ENSMUSG00000100620","Gm28277","sense_intronic"
"2353","ENSMUSG00000098009","Gm5597","processed_pseudogene"
"2354","ENSMUSG00000109875","Gm45456","processed_pseudogene"
"2355","ENSMUSG00000081146","Gm6207","transcribed_unprocessed_pseudogene"
"2356","ENSMUSG00000025754","Agbl1","protein_coding"
"2357","ENSMUSG00000085556","Gm15020","processed_transcript"
"2358","ENSMUSG00000059810","Rgs3","protein_coding"
"2359","ENSMUSG00000108865","Gm44617","processed_transcript"
"2360","ENSMUSG00000041879","Ipo9","protein_coding"
"2361","ENSMUSG00000108152","Gm44152","TEC"
"2362","ENSMUSG00000037307","Banf2","protein_coding"
"2363","ENSMUSG00000108216","Gm44153","TEC"
"2364","ENSMUSG00000117875","AC124512.1","processed_pseudogene"
"2365","ENSMUSG00000091212","Krtap11-1","protein_coding"
"2366","ENSMUSG00000107576","Gm44093","TEC"
"2367","ENSMUSG00000049097","Ankrd34a","protein_coding"
"2368","ENSMUSG00000061751","Kalrn","protein_coding"
"2369","ENSMUSG00000070371","Prss36","protein_coding"
"2370","ENSMUSG00000057230","Aak1","protein_coding"
"2371","ENSMUSG00000052299","Ltn1","protein_coding"
"2372","ENSMUSG00000062204","Olfr1373","protein_coding"
"2373","ENSMUSG00000045327","6330549D23Rik","transcribed_processed_pseudogene"
"2374","ENSMUSG00000027434","Nkx2-2","protein_coding"
"2375","ENSMUSG00000086384","Banf2os","antisense"
"2376","ENSMUSG00000005320","Fgfr4","protein_coding"
"2377","ENSMUSG00000037214","Thap1","protein_coding"
"2378","ENSMUSG00000049288","Lix1l","protein_coding"
"2379","ENSMUSG00000084774","Gm14110","lincRNA"
"2380","ENSMUSG00000081971","Gm14115","processed_pseudogene"
"2381","ENSMUSG00000110317","Gm45250","lincRNA"
"2382","ENSMUSG00000084371","Gm14113","processed_pseudogene"
"2383","ENSMUSG00000109850","Gm45692","protein_coding"
"2384","ENSMUSG00000053545","6430503K07Rik","antisense"
"2385","ENSMUSG00000013878","Rnf170","protein_coding"
"2386","ENSMUSG00000086509","Nkx2-2os","antisense"
"2387","ENSMUSG00000034063","4930590J08Rik","protein_coding"
"2388","ENSMUSG00000020329","Polrmt","protein_coding"
"2389","ENSMUSG00000079043","Fastkd5","protein_coding"
"2390","ENSMUSG00000108218","Olfr1372-ps1","transcribed_unprocessed_pseudogene"
"2391","ENSMUSG00000027300","Ubox5","protein_coding"
"2392","ENSMUSG00000028863","Meaf6","protein_coding"
"2393","ENSMUSG00000117788","AC115768.1","processed_pseudogene"
"2394","ENSMUSG00000101084","Gm28228","lincRNA"
"2395","ENSMUSG00000108625","Gm44711","TEC"
"2396","ENSMUSG00000022546","Gpt","protein_coding"
"2397","ENSMUSG00000079432","Gm15023","protein_coding"
"2398","ENSMUSG00000108771","Gm45210","TEC"
"2399","ENSMUSG00000108514","2310001K20Rik","TEC"
"2400","ENSMUSG00000042492","Tbc1d10b","protein_coding"
"2401","ENSMUSG00000061489","Olfr525","protein_coding"
"2402","ENSMUSG00000011486","Slc25a41","protein_coding"
"2403","ENSMUSG00000072623","Zfp9","protein_coding"
"2404","ENSMUSG00000085199","Gm15346","antisense"
"2405","ENSMUSG00000084326","Gm12820","processed_pseudogene"
"2406","ENSMUSG00000031537","Ikbkb","protein_coding"
"2407","ENSMUSG00000055960","Skint4","protein_coding"
"2408","ENSMUSG00000031409","Tceal6","protein_coding"
"2409","ENSMUSG00000116870","Gm49696","lincRNA"
"2410","ENSMUSG00000104414","Gm37799","lincRNA"
"2411","ENSMUSG00000116651","Gm17844","processed_pseudogene"
"2412","ENSMUSG00000083782","Gm11660","processed_pseudogene"
"2413","ENSMUSG00000025488","Cox8b","protein_coding"
"2414","ENSMUSG00000068744","Psrc1","protein_coding"
"2415","ENSMUSG00000102615","Gm37844","TEC"
"2416","ENSMUSG00000098322","5830468F06Rik","antisense"
"2417","ENSMUSG00000087602","Gm12753","lincRNA"
"2418","ENSMUSG00000055675","Kbtbd11","protein_coding"
"2419","ENSMUSG00000031160","Eras","protein_coding"
"2420","ENSMUSG00000104509","Gm33994","lincRNA"
"2421","ENSMUSG00000039278","Pcsk1n","protein_coding"
"2422","ENSMUSG00000104366","4933409D19Rik","lincRNA"
"2423","ENSMUSG00000097229","Platr23","lincRNA"
"2424","ENSMUSG00000045326","Fndc7","protein_coding"
"2425","ENSMUSG00000117795","AC102040.1","processed_pseudogene"
"2426","ENSMUSG00000118258","AC102132.2","processed_pseudogene"
"2427","ENSMUSG00000081709","Gm15022","processed_pseudogene"
"2428","ENSMUSG00000082071","Pramel","unprocessed_pseudogene"
"2429","ENSMUSG00000024583","Txnl1","protein_coding"
"2430","ENSMUSG00000062554","Gm12751","processed_pseudogene"
"2431","ENSMUSG00000081384","Gm12752","processed_pseudogene"
"2432","ENSMUSG00000082649","Gm12754","processed_pseudogene"
"2433","ENSMUSG00000020519","Sap30l","protein_coding"
"2434","ENSMUSG00000084119","Gm12351","processed_pseudogene"
"2435","ENSMUSG00000095588","Gm12350","processed_pseudogene"
"2436","ENSMUSG00000082638","Gm12815","processed_pseudogene"
"2437","ENSMUSG00000038374","Rbm8a","protein_coding"
"2438","ENSMUSG00000062646","Ganc","protein_coding"
"2439","ENSMUSG00000025002","Cyp2c55","protein_coding"
"2440","ENSMUSG00000028109","Hormad1","protein_coding"
"2441","ENSMUSG00000110120","Gm45251","TEC"
"2442","ENSMUSG00000104835","Gm5547","lincRNA"
"2443","ENSMUSG00000111357","Gm6980","lincRNA"
"2444","ENSMUSG00000111836","4933407I05Rik","lincRNA"
"2445","ENSMUSG00000028291","Akirin2","protein_coding"
"2446","ENSMUSG00000024038","Ndufv3","protein_coding"
"2447","ENSMUSG00000107688","Gm44091","sense_intronic"
"2448","ENSMUSG00000108697","4930486N12Rik","TEC"
"2449","ENSMUSG00000108627","Gm45079","lincRNA"
"2450","ENSMUSG00000040044","Orc3","protein_coding"
"2451","ENSMUSG00000040165","Cd209c","protein_coding"
"2452","ENSMUSG00000040560","Wdr7","protein_coding"
"2453","ENSMUSG00000041483","Zfp281","protein_coding"
"2454","ENSMUSG00000062782","Olfr527","protein_coding"
"2455","ENSMUSG00000086275","1700121C08Rik","antisense"
"2456","ENSMUSG00000087200","Lrp8os3","bidirectional_promoter_lncRNA"
"2457","ENSMUSG00000082310","Gm12904","processed_pseudogene"
"2458","ENSMUSG00000105819","Gm42579","processed_pseudogene"
"2459","ENSMUSG00000085631","9630028H03Rik","antisense"
"2460","ENSMUSG00000110059","Olfr528-ps1","unprocessed_pseudogene"
"2461","ENSMUSG00000037335","Hand1","protein_coding"
"2462","ENSMUSG00000082399","Gm14036","processed_pseudogene"
"2463","ENSMUSG00000080993","Gm12903","processed_pseudogene"
"2464","ENSMUSG00000051177","Plcb1","protein_coding"
"2465","ENSMUSG00000083014","Gm11764","processed_pseudogene"
"2466","ENSMUSG00000087317","4930466I24Rik","antisense"
"2467","ENSMUSG00000029621","Arpc1a","protein_coding"
"2468","ENSMUSG00000107794","Gm44095","TEC"
"2469","ENSMUSG00000108351","Gm36736","antisense"
"2470","ENSMUSG00000108409","1700025J12Rik","lincRNA"
"2471","ENSMUSG00000034037","Fgd5","protein_coding"
"2472","ENSMUSG00000046321","Hs3st2","protein_coding"
"2473","ENSMUSG00000103226","Gm37732","processed_pseudogene"
"2474","ENSMUSG00000097281","Gm26685","lincRNA"
"2475","ENSMUSG00000102389","D630023O14Rik","TEC"
"2476","ENSMUSG00000108811","4933432K03Rik","antisense"
"2477","ENSMUSG00000032051","Fdx1","protein_coding"
"2478","ENSMUSG00000106117","Gm5284","processed_pseudogene"
"2479","ENSMUSG00000102163","Gm36945","lincRNA"
"2480","ENSMUSG00000103383","Gm37754","lincRNA"
"2481","ENSMUSG00000042250","Pglyrp4","protein_coding"
"2482","ENSMUSG00000102761","Gm37184","lincRNA"
"2483","ENSMUSG00000107326","Gm43038","unprocessed_pseudogene"
"2484","ENSMUSG00000102897","Gm37853","lincRNA"
"2485","ENSMUSG00000107241","Gm43129","lincRNA"
"2486","ENSMUSG00000067231","Cyp2c65","protein_coding"
"2487","ENSMUSG00000038770","Kpna7","protein_coding"
"2488","ENSMUSG00000083720","Gm12901","processed_pseudogene"
"2489","ENSMUSG00000104014","4930562F17Rik","lincRNA"
"2490","ENSMUSG00000031628","Casp3","protein_coding"
"2491","ENSMUSG00000109710","Gm4974","processed_pseudogene"
"2492","ENSMUSG00000105175","Gm43097","processed_pseudogene"
"2493","ENSMUSG00000109628","BC024386","processed_transcript"
"2494","ENSMUSG00000084223","Gm12244","processed_pseudogene"
"2495","ENSMUSG00000083657","Gm12245","processed_pseudogene"
"2496","ENSMUSG00000031601","Cnot7","protein_coding"
"2497","ENSMUSG00000104159","Gm38099","TEC"
"2498","ENSMUSG00000098225","Gm9556","processed_pseudogene"
"2499","ENSMUSG00000085094","Gm15692","processed_pseudogene"
"2500","ENSMUSG00000098076","Gm6981","processed_pseudogene"
"2501","ENSMUSG00000022857","Tmprss15","protein_coding"
"2502","ENSMUSG00000105892","Gm35013","processed_pseudogene"
"2503","ENSMUSG00000117818","AC166172.1","lincRNA"
"2504","ENSMUSG00000097657","Gm7389","processed_pseudogene"
"2505","ENSMUSG00000086666","Gm12249","lincRNA"
"2506","ENSMUSG00000050445","Cyp8b1","protein_coding"
"2507","ENSMUSG00000106174","Gm43235","unprocessed_pseudogene"
"2508","ENSMUSG00000045532","C1ql1","protein_coding"
"2509","ENSMUSG00000109267","Gm45048","processed_pseudogene"
"2510","ENSMUSG00000111141","Gm47115","unprocessed_pseudogene"
"2511","ENSMUSG00000106257","Gm9023","unprocessed_pseudogene"
"2512","ENSMUSG00000067229","Cyp2c66","protein_coding"
"2513","ENSMUSG00000044145","1810024B03Rik","protein_coding"
"2514","ENSMUSG00000106393","Gm43562","lincRNA"
"2515","ENSMUSG00000075706","Gpx4","protein_coding"
"2516","ENSMUSG00000008683","Rps15a","protein_coding"
"2517","ENSMUSG00000085338","2410004I01Rik","lincRNA"
"2518","ENSMUSG00000105177","Gm43563","unprocessed_pseudogene"
"2519","ENSMUSG00000105024","Gm43561","processed_pseudogene"
"2520","ENSMUSG00000029620","1700018F24Rik","protein_coding"
"2521","ENSMUSG00000013562","4833413E03Rik","lincRNA"
"2522","ENSMUSG00000020687","Cdc27","protein_coding"
"2523","ENSMUSG00000028613","Lrp8","protein_coding"
"2524","ENSMUSG00000107915","Gm44014","TEC"
"2525","ENSMUSG00000085177","Gm11209","antisense"
"2526","ENSMUSG00000067825","Pex26","protein_coding"
"2527","ENSMUSG00000061707","Gm4871","protein_coding"
"2528","ENSMUSG00000020936","Nmt1","protein_coding"
"2529","ENSMUSG00000043453","Magea10","protein_coding"
"2530","ENSMUSG00000107697","Gm44399","processed_pseudogene"
"2531","ENSMUSG00000033762","Recql4","protein_coding"
"2532","ENSMUSG00000104930","Gm43243","processed_pseudogene"
"2533","ENSMUSG00000107674","Gm44277","processed_pseudogene"
"2534","ENSMUSG00000039470","Zdhhc2","protein_coding"
"2535","ENSMUSG00000105346","Gm18894","processed_pseudogene"
"2536","ENSMUSG00000034648","Lrrn1","protein_coding"
"2537","ENSMUSG00000020935","Dcakd","protein_coding"
"2538","ENSMUSG00000105342","Gm43244","sense_intronic"
"2539","ENSMUSG00000027861","Casq2","protein_coding"
"2540","ENSMUSG00000004849","Ap1s1","protein_coding"
"2541","ENSMUSG00000081886","Gm6175","processed_pseudogene"
"2542","ENSMUSG00000044359","P2ry4","protein_coding"
"2543","ENSMUSG00000103659","Gm32569","antisense"
"2544","ENSMUSG00000026574","Dpt","protein_coding"
"2545","ENSMUSG00000003660","Snrnp200","protein_coding"
"2546","ENSMUSG00000111053","Gm49343","lincRNA"
"2547","ENSMUSG00000043773","1700048O20Rik","lincRNA"
"2548","ENSMUSG00000019080","Mfsd3","protein_coding"
"2549","ENSMUSG00000022548","Apod","protein_coding"
"2550","ENSMUSG00000104117","Gm20743","processed_transcript"
"2551","ENSMUSG00000103320","Gm37403","TEC"
"2552","ENSMUSG00000026573","Xcl1","protein_coding"
"2553","ENSMUSG00000106296","4632404M16Rik","sense_intronic"
"2554","ENSMUSG00000086401","Gm15559","antisense"
"2555","ENSMUSG00000037331","Larp1","protein_coding"
"2556","ENSMUSG00000039431","Mtmr7","protein_coding"
"2557","ENSMUSG00000029507","Pus1","protein_coding"
"2558","ENSMUSG00000038233","Fam198a","protein_coding"
"2559","ENSMUSG00000043857","Mgat5b","protein_coding"
"2560","ENSMUSG00000087235","Gm4750","transcribed_processed_pseudogene"
"2561","ENSMUSG00000117977","AC102132.1","antisense"
"2562","ENSMUSG00000087569","Gm8464","transcribed_processed_pseudogene"
"2563","ENSMUSG00000117862","AC115768.2","processed_pseudogene"
"2564","ENSMUSG00000083175","Gm12206","processed_pseudogene"
"2565","ENSMUSG00000108612","Gm44634","unprocessed_pseudogene"
"2566","ENSMUSG00000090795","Gm7346","unprocessed_pseudogene"
"2567","ENSMUSG00000066129","Kndc1","protein_coding"
"2568","ENSMUSG00000081803","Gm15282","processed_pseudogene"
"2569","ENSMUSG00000031274","Col4a5","protein_coding"
"2570","ENSMUSG00000032089","Il10ra","protein_coding"
"2571","ENSMUSG00000030911","Zp2","protein_coding"
"2572","ENSMUSG00000034341","Wbp2","protein_coding"
"2573","ENSMUSG00000021236","Entpd5","protein_coding"
"2574","ENSMUSG00000085247","4930545L23Rik","antisense"
"2575","ENSMUSG00000112843","Gm46224","lincRNA"
"2576","ENSMUSG00000097963","Gm27001","processed_pseudogene"
"2577","ENSMUSG00000112226","Gm48786","processed_pseudogene"
"2578","ENSMUSG00000112645","Gm48787","processed_pseudogene"
"2579","ENSMUSG00000112244","Gm48788","processed_pseudogene"
"2580","ENSMUSG00000074344","Tmigd3","protein_coding"
"2581","ENSMUSG00000031380","Vegfd","protein_coding"
"2582","ENSMUSG00000070868","Skint3","protein_coding"
"2583","ENSMUSG00000093722","Gm20612","processed_pseudogene"
"2584","ENSMUSG00000000562","Adora3","protein_coding"
"2585","ENSMUSG00000060170","Olfr1371","protein_coding"
"2586","ENSMUSG00000067360","Pramel3","protein_coding"
"2587","ENSMUSG00000028647","Mycbp","protein_coding"
"2588","ENSMUSG00000106073","Gm42892","TEC"
"2589","ENSMUSG00000080907","4930455H04Rik","protein_coding"
"2590","ENSMUSG00000116853","Gm49609","processed_pseudogene"
"2591","ENSMUSG00000107605","Gm44117","lincRNA"
"2592","ENSMUSG00000031438","Rnf128","protein_coding"
"2593","ENSMUSG00000090882","Gm17065","processed_pseudogene"
"2594","ENSMUSG00000112608","Gm46233","processed_pseudogene"
"2595","ENSMUSG00000033377","Palmd","protein_coding"
"2596","ENSMUSG00000091459","Gm17054","processed_pseudogene"
"2597","ENSMUSG00000112108","4930551I15Rik","lincRNA"
"2598","ENSMUSG00000116956","Gm49610","processed_pseudogene"
"2599","ENSMUSG00000109871","Gm45276","TEC"
"2600","ENSMUSG00000092029","Gm9027","processed_pseudogene"
"2601","ENSMUSG00000049008","BB014433","protein_coding"
"2602","ENSMUSG00000090448","Gm17192","processed_pseudogene"
"2603","ENSMUSG00000116619","Gm49615","lincRNA"
"2604","ENSMUSG00000097735","D930032P07Rik","lincRNA"
"2605","ENSMUSG00000105460","Gm42671","TEC"
"2606","ENSMUSG00000116962","Gm19000","processed_pseudogene"
"2607","ENSMUSG00000112416","Gm47028","lincRNA"
"2608","ENSMUSG00000046519","Golph3l","protein_coding"
"2609","ENSMUSG00000052942","Glis3","protein_coding"
"2610","ENSMUSG00000085783","Gm9816","processed_pseudogene"
"2611","ENSMUSG00000014198","Zfp385c","protein_coding"
"2612","ENSMUSG00000063412","Gm10131","protein_coding"
"2613","ENSMUSG00000111965","Gm4797","processed_pseudogene"
"2614","ENSMUSG00000112126","Gm34544","lincRNA"
"2615","ENSMUSG00000002489","Tiam1","protein_coding"
"2616","ENSMUSG00000061992","Gm4953","processed_pseudogene"
"2617","ENSMUSG00000085875","Gm12905","antisense"
"2618","ENSMUSG00000112624","Gm19074","processed_pseudogene"
"2619","ENSMUSG00000060112","Olfr60","protein_coding"
"2620","ENSMUSG00000082480","Gm11687","processed_pseudogene"
"2621","ENSMUSG00000074758","Gm5535","lincRNA"
"2622","ENSMUSG00000097113","Gm19705","lincRNA"
"2623","ENSMUSG00000107204","Gm43067","lincRNA"
"2624","ENSMUSG00000107528","Gm44442","lincRNA"
"2625","ENSMUSG00000061894","Zscan20","protein_coding"
"2626","ENSMUSG00000108151","Gm33201","lincRNA"
"2627","ENSMUSG00000010021","Kif19a","protein_coding"
"2628","ENSMUSG00000017830","Dhx58","protein_coding"
"2629","ENSMUSG00000109965","Gm45274","lincRNA"
"2630","ENSMUSG00000046807","Lrrc75b","protein_coding"
"2631","ENSMUSG00000085054","Gm15834","lincRNA"
"2632","ENSMUSG00000007827","Ankrd26","protein_coding"
"2633","ENSMUSG00000106614","Gm43746","processed_pseudogene"
"2634","ENSMUSG00000104169","Gm7430","unprocessed_pseudogene"
"2635","ENSMUSG00000095599","Gm6215","transcribed_processed_pseudogene"
"2636","ENSMUSG00000087428","Gm15017","processed_transcript"
"2637","ENSMUSG00000083948","Gm7158","processed_pseudogene"
"2638","ENSMUSG00000108971","Gm18210","processed_pseudogene"
"2639","ENSMUSG00000038174","Fam126b","protein_coding"
"2640","ENSMUSG00000109869","Gm39158","antisense"
"2641","ENSMUSG00000107558","2010109P13Rik","TEC"
"2642","ENSMUSG00000071113","Mboat4","protein_coding"
"2643","ENSMUSG00000037411","Serpine1","protein_coding"
"2644","ENSMUSG00000043155","Hpdl","protein_coding"
"2645","ENSMUSG00000030672","Mylpf","protein_coding"
"2646","ENSMUSG00000100441","Gm7266","processed_pseudogene"
"2647","ENSMUSG00000050994","Adgb","protein_coding"
"2648","ENSMUSG00000032050","Rdx","protein_coding"
"2649","ENSMUSG00000072872","Rybp","protein_coding"
"2650","ENSMUSG00000116973","AV205837","lincRNA"
"2651","ENSMUSG00000109112","Gm44544","unitary_pseudogene"
"2652","ENSMUSG00000086527","Gm15856","antisense"
"2653","ENSMUSG00000030137","Tuba8","protein_coding"
"2654","ENSMUSG00000115997","Gm49404","processed_pseudogene"
"2655","ENSMUSG00000011257","Pabpc4","protein_coding"
"2656","ENSMUSG00000085604","Dhx58os","antisense"
"2657","ENSMUSG00000107690","Gm44044","TEC"
"2658","ENSMUSG00000017837","Nkiras2","protein_coding"
"2659","ENSMUSG00000108269","Gm18422","transcribed_processed_pseudogene"
"2660","ENSMUSG00000089952","4933413C19Rik","sense_intronic"
"2661","ENSMUSG00000101189","1700029M03Rik","lincRNA"
"2662","ENSMUSG00000107461","Gm44045","TEC"
"2663","ENSMUSG00000103906","Tigd5","protein_coding"
"2664","ENSMUSG00000097534","Gm16675","bidirectional_promoter_lncRNA"
"2665","ENSMUSG00000116835","Gm49594","processed_pseudogene"
"2666","ENSMUSG00000098509","Rgs21","protein_coding"
"2667","ENSMUSG00000086920","Gm12207","antisense"
"2668","ENSMUSG00000081793","5730416F02Rik","processed_pseudogene"
"2669","ENSMUSG00000036309","Skp1a","protein_coding"
"2670","ENSMUSG00000002728","Naa20","protein_coding"
"2671","ENSMUSG00000027940","Tpm3","protein_coding"
"2672","ENSMUSG00000083957","Gm12742","processed_pseudogene"
"2673","ENSMUSG00000085036","Gm14011","antisense"
"2674","ENSMUSG00000014361","Mertk","protein_coding"
"2675","ENSMUSG00000107736","Gm44148","lincRNA"
"2676","ENSMUSG00000029618","Ocm","protein_coding"
"2677","ENSMUSG00000030107","Usp18","protein_coding"
"2678","ENSMUSG00000040467","4921522P10Rik","lincRNA"
"2679","ENSMUSG00000081734","Gm12740","processed_pseudogene"
"2680","ENSMUSG00000014195","Dnajc7","protein_coding"
"2681","ENSMUSG00000086417","Gm12996","antisense"
"2682","ENSMUSG00000082018","Gm6322","processed_pseudogene"
"2683","ENSMUSG00000000202","Btbd17","protein_coding"
"2684","ENSMUSG00000040459","Arglu1","protein_coding"
"2685","ENSMUSG00000075390","Rpl36-ps8","processed_pseudogene"
"2686","ENSMUSG00000082841","Gm12994","processed_pseudogene"
"2687","ENSMUSG00000037703","Lzts3","protein_coding"
"2688","ENSMUSG00000102408","4930568G15Rik","lincRNA"
"2689","ENSMUSG00000031245","Hmgn5","protein_coding"
"2690","ENSMUSG00000030087","Klf15","protein_coding"
"2691","ENSMUSG00000074342","I830077J02Rik","protein_coding"
"2692","ENSMUSG00000039563","2210406O10Rik","lincRNA"
"2693","ENSMUSG00000026357","Rgs18","protein_coding"
"2694","ENSMUSG00000106447","Gm42957","protein_coding"
"2695","ENSMUSG00000031381","Piga","protein_coding"
"2696","ENSMUSG00000090210","Itga10","protein_coding"
"2697","ENSMUSG00000022571","Pycrl","protein_coding"
"2698","ENSMUSG00000083257","Gm15568","processed_pseudogene"
"2699","ENSMUSG00000032925","Itgbl1","protein_coding"
"2700","ENSMUSG00000048351","Coa7","protein_coding"
"2701","ENSMUSG00000112351","Gm48326","processed_pseudogene"
"2702","ENSMUSG00000113097","Gm47959","protein_coding"
"2703","ENSMUSG00000073779","Lrp8os2","antisense"
"2704","ENSMUSG00000050312","Nsun3","protein_coding"
"2705","ENSMUSG00000028612","Lrp8os1","antisense"
"2706","ENSMUSG00000042473","Tbc1d8b","protein_coding"
"2707","ENSMUSG00000036632","Alg5","protein_coding"
"2708","ENSMUSG00000028102","Pex11b","protein_coding"
"2709","ENSMUSG00000024006","Stk38","protein_coding"
"2710","ENSMUSG00000006782","Cnp","protein_coding"
"2711","ENSMUSG00000079620","Muc4","protein_coding"
"2712","ENSMUSG00000118239","AC166575.1","sense_intronic"
"2713","ENSMUSG00000101784","Gm7553","processed_pseudogene"
"2714","ENSMUSG00000118071","AC166172.4","antisense"
"2715","ENSMUSG00000041757","Plekha6","protein_coding"
"2716","ENSMUSG00000117858","AC166172.2","TEC"
"2717","ENSMUSG00000036687","Tmem184a","protein_coding"
"2718","ENSMUSG00000100432","Gm7539","processed_pseudogene"
"2719","ENSMUSG00000041079","Rwdd2b","protein_coding"
"2720","ENSMUSG00000098559","Gm15013","protein_coding"
"2721","ENSMUSG00000038496","Slc19a3","protein_coding"
"2722","ENSMUSG00000006705","Pknox1","protein_coding"
"2723","ENSMUSG00000082063","Gm12993","processed_pseudogene"
"2724","ENSMUSG00000082793","Gm9308","processed_pseudogene"
"2725","ENSMUSG00000105150","Gm43615","processed_pseudogene"
"2726","ENSMUSG00000025272","Tro","protein_coding"
"2727","ENSMUSG00000098039","Gm26925","processed_pseudogene"
"2728","ENSMUSG00000060890","Arr3","protein_coding"
"2729","ENSMUSG00000112152","Gm47045","processed_pseudogene"
"2730","ENSMUSG00000100190","Krtap28-10","protein_coding"
"2731","ENSMUSG00000038970","Lmtk2","protein_coding"
"2732","ENSMUSG00000113267","Gm47969","protein_coding"
"2733","ENSMUSG00000019564","Arid3a","protein_coding"
"2734","ENSMUSG00000038630","Zkscan16","protein_coding"
"2735","ENSMUSG00000035638","Muc20","protein_coding"
"2736","ENSMUSG00000083000","Gm15678","processed_pseudogene"
"2737","ENSMUSG00000104423","A030005K14Rik","protein_coding"
"2738","ENSMUSG00000101315","Krtap28-13","protein_coding"
"2739","ENSMUSG00000031461","Myom2","protein_coding"
"2740","ENSMUSG00000099691","Gm29518","processed_pseudogene"
"2741","ENSMUSG00000107663","Gm44107","lincRNA"
"2742","ENSMUSG00000028378","Ptgr1","protein_coding"
"2743","ENSMUSG00000105919","Gm7166","processed_pseudogene"
"2744","ENSMUSG00000109377","Gm7397","unprocessed_pseudogene"
"2745","ENSMUSG00000005534","Insr","protein_coding"
"2746","ENSMUSG00000002668","Dennd1c","protein_coding"
"2747","ENSMUSG00000086377","4930529C04Rik","processed_pseudogene"
"2748","ENSMUSG00000033948","Zswim5","protein_coding"
"2749","ENSMUSG00000029551","Psmg3","protein_coding"
"2750","ENSMUSG00000053081","1700069B07Rik","antisense"
"2751","ENSMUSG00000018143","Mafk","protein_coding"
"2752","ENSMUSG00000063317","Usp31","protein_coding"
"2753","ENSMUSG00000110257","Olfr529-ps1","unprocessed_pseudogene"
"2754","ENSMUSG00000081415","Gm15176","processed_pseudogene"
"2755","ENSMUSG00000027796","Smad9","protein_coding"
"2756","ENSMUSG00000031627","Irf2","protein_coding"
"2757","ENSMUSG00000098140","Gm26938","protein_coding"
"2758","ENSMUSG00000109369","Vmn2r-ps88","unprocessed_pseudogene"
"2759","ENSMUSG00000060974","Olfr530","protein_coding"
"2760","ENSMUSG00000086065","Gm16180","antisense"
"2761","ENSMUSG00000049972","Skint9","protein_coding"
"2762","ENSMUSG00000101234","1700007E05Rik","transcribed_processed_pseudogene"
"2763","ENSMUSG00000109512","Gm45049","processed_pseudogene"
"2764","ENSMUSG00000082207","Gm12998","processed_pseudogene"
"2765","ENSMUSG00000026388","3110009E18Rik","protein_coding"
"2766","ENSMUSG00000106791","4930553P18Rik","lincRNA"
"2767","ENSMUSG00000083636","Gm15175","processed_pseudogene"
"2768","ENSMUSG00000101553","1700049E22Rik","lincRNA"
"2769","ENSMUSG00000090086","AI480526","lincRNA"
"2770","ENSMUSG00000091175","9130204L05Rik","protein_coding"
"2771","ENSMUSG00000081222","Gm15173","processed_pseudogene"
"2772","ENSMUSG00000081951","Gm15352","processed_pseudogene"
"2773","ENSMUSG00000081505","Gm8644","processed_pseudogene"
"2774","ENSMUSG00000034936","Arl4d","protein_coding"
"2775","ENSMUSG00000097448","Platr22","lincRNA"
"2776","ENSMUSG00000031443","F7","protein_coding"
"2777","ENSMUSG00000068290","Ddrgk1","protein_coding"
"2778","ENSMUSG00000112714","Gm4798","processed_pseudogene"
"2779","ENSMUSG00000109690","Gm6376","processed_pseudogene"
"2780","ENSMUSG00000105881","4932422M17Rik","lincRNA"
"2781","ENSMUSG00000083117","Gm15171","processed_pseudogene"
"2782","ENSMUSG00000104156","Gm38102","lincRNA"
"2783","ENSMUSG00000044279","Crb3","protein_coding"
"2784","ENSMUSG00000083166","Gm8648","processed_pseudogene"
